customer_id,conversion_probability,lead_score_band
1,0.02952889542572775,Low
2,0.020735806189588445,Low
3,0.02459797560269188,Low
4,0.032251722076285204,Low
5,0.026839431363876266,Low
6,0.01849677148665987,Low
7,0.030305950085864706,Low
8,0.021272539194671564,Low
9,0.028107091871506153,Low
10,0.026170803926433797,Low
11,0.021272539194671564,Low
12,0.026170803926433797,Low
13,0.026458756575175168,Low
14,0.02553784341672955,Low
15,0.025880544903191614,Low
16,0.025862639422612847,Low
17,0.025880544903191614,Low
18,0.020651558405691307,Low
19,0.022431794432518602,Low
20,0.02130137596811554,Low
21,0.026282834665278487,Low
22,0.019242335588199676,Low
23,0.03958865107079892,Low
24,0.029538892531556196,Low
25,0.02799739709143583,Low
26,0.02935176545945272,Low
27,0.031233822737320685,Low
28,0.020373838514609725,Low
29,0.024585876399942683,Low
30,0.02400821266262489,Low
31,0.03294080322216883,Low
32,0.031233822737320685,Low
33,0.02798635391708616,Low
34,0.021348761049349955,Low
35,0.02310052213663114,Low
36,0.022199372622153466,Low
37,0.025382379328419954,Low
38,0.02543497213057574,Low
39,0.02984238025122727,Low
40,0.02824389596848462,Low
41,0.02958152629993757,Low
42,0.02654303922968595,Low
43,0.03156616809401602,Low
44,0.03232034040852699,Low
45,0.023285322313194724,Low
46,0.023596744758354576,Low
47,0.031111143740084838,Low
48,0.022772726221139013,Low
49,0.029429203001257596,Low
50,0.02095003824268026,Low
51,0.03026125493258841,Low
52,0.02851237418195552,Low
53,0.030685744611282324,Low
54,0.03268289213223099,Low
55,0.018982320339028025,Low
56,0.021387149929806202,Low
57,0.02309311872864503,Low
58,0.019396896830334045,Low
59,0.02064209226391799,Low
60,0.030054179867631876,Low
61,0.023369563294234723,Low
62,0.022382808677947032,Low
63,0.020366119803969338,Low
64,0.02116681335708386,Low
65,0.029842456622997886,Low
66,0.03071736583693953,Low
67,0.02409742706734271,Low
68,0.03076714617088726,Low
69,0.025510788719136392,Low
70,0.020621318725302127,Low
71,0.030299105321743496,Low
72,0.02524554909531528,Low
73,0.023449267962956218,Low
74,0.02546758952924733,Low
75,0.022907121924283888,Low
76,0.016674417008789685,Low
77,0.030609725979642177,Low
78,0.01789740978064392,Low
79,0.02351627990372843,Low
80,0.017618616102513505,Low
81,0.019017672206491525,Low
82,0.019714282038133447,Low
83,0.021441580553214778,Low
84,0.02259297697742585,Low
85,0.03232367520241734,Low
86,0.025716678813681754,Low
87,0.028773109565333813,Low
88,0.02983779515895883,Low
89,0.026245348621647485,Low
90,0.026398876734944635,Low
91,0.027945756720492453,Low
92,0.024508280607399614,Low
93,0.025168600201798234,Low
94,0.02429630197776772,Low
95,0.027457630886651124,Low
96,0.024807722414926646,Low
97,0.029124501866900302,Low
98,0.022144621030968578,Low
99,0.030098655675811742,Low
100,0.027461860578776934,Low
101,0.02839576362649088,Low
102,0.022962257278575805,Low
103,0.029502635278661295,Low
104,0.028522204106895092,Low
105,0.028522204106895092,Low
106,0.021964151096429508,Low
107,0.027958245415661814,Low
108,0.026460493628146585,Low
109,0.023353044779208975,Low
110,0.023425374557753918,Low
111,0.027976631465640472,Low
112,0.02083258545792408,Low
113,0.02193909061226789,Low
114,0.01658517111981047,Low
115,0.027335818431422763,Low
116,0.024469565850645747,Low
117,0.0270832014082772,Low
118,0.01903553912763827,Low
119,0.03245269986592875,Low
120,0.01695149965912206,Low
121,0.01839015576241429,Low
122,0.022604376767316203,Low
123,0.025800367527920642,Low
124,0.02725686170094127,Low
125,0.029356368198889544,Low
126,0.02964486090573672,Low
127,0.03300755697479182,Low
128,0.023511181701637608,Low
129,0.03483227469159721,Low
130,0.020696625013630444,Low
131,0.026119098526443396,Low
132,0.02151002706409947,Low
133,0.02606992136972874,Low
134,0.02600156088890281,Low
135,0.029809306298442514,Low
136,0.025928816088556027,Low
137,0.020869076516117368,Low
138,0.0190269647540414,Low
139,0.02318891590477352,Low
140,0.017069937434423088,Low
141,0.030119945285103315,Low
142,0.030417595506967054,Low
143,0.02783633864189927,Low
144,0.02474741188021695,Low
145,0.01891833809945444,Low
146,0.018663550400354702,Low
147,0.019398632945613104,Low
148,0.03048070751840085,Low
149,0.02306846765881812,Low
150,0.024632085315057055,Low
151,0.018380382202151713,Low
152,0.024130015013317838,Low
153,0.017128247614775913,Low
154,0.025074898364342773,Low
155,0.026494838512138495,Low
156,0.021708289362786938,Low
157,0.02095358522060226,Low
158,0.021776861544797126,Low
159,0.02789612542152793,Low
160,0.025546578856815418,Low
161,0.027922001946088095,Low
162,0.017486843900764652,Low
163,0.017535913422667707,Low
164,0.01586695783626464,Low
165,0.017803957799134094,Low
166,0.03072563404992006,Low
167,0.02476710310911637,Low
168,0.022243650775476933,Low
169,0.0260218078506524,Low
170,0.024534400213506554,Low
171,0.019337463206718454,Low
172,0.019738913003497942,Low
173,0.028915252878813552,Low
174,0.02635339371737447,Low
175,0.023363559083521748,Low
176,0.024262953691570614,Low
177,0.025116519701754707,Low
178,0.03435730976884984,Low
179,0.024086149385819797,Low
180,0.022511274653750163,Low
181,0.027604700701267026,Low
182,0.02055810567001793,Low
183,0.02089773681905786,Low
184,0.026596968612374625,Low
185,0.01995286907163481,Low
186,0.030157536383083456,Low
187,0.024511147126798184,Low
188,0.02913660750262832,Low
189,0.019720076678780358,Low
190,0.02936088155050475,Low
191,0.027774617934174572,Low
192,0.02255743282514264,Low
193,0.024964697304607524,Low
194,0.02820270863846048,Low
195,0.018213149870307133,Low
196,0.024460077127056952,Low
197,0.021683678864743254,Low
198,0.018930835151426097,Low
199,0.01901829232849261,Low
200,0.026367922444598183,Low
201,0.024041606654133983,Low
202,0.03043758810120941,Low
203,0.022510709549442086,Low
204,0.032712720412143285,Low
205,0.022018936460181434,Low
206,0.03067250021325698,Low
207,0.02965604469145641,Low
208,0.02632181328082805,Low
209,0.028178175481014207,Low
210,0.029523073072996543,Low
211,0.033177343134885955,Low
212,0.027619076307994924,Low
213,0.032325294275814764,Low
214,0.03090370866474838,Low
215,0.018159691511264987,Low
216,0.02007941464737553,Low
217,0.028189788645189392,Low
218,0.02831693038323899,Low
219,0.0225589420957312,Low
220,0.023200198431555123,Low
221,0.026460493628146585,Low
222,0.023005850095370258,Low
223,0.022910258029464222,Low
224,0.02136927612612344,Low
225,0.025700147598492866,Low
226,0.03998493540879574,Low
227,0.02820270863846048,Low
228,0.03175493882242934,Low
229,0.02586185569092705,Low
230,0.02439923132899266,Low
231,0.026438022773379276,Low
232,0.02249229120637347,Low
233,0.017234790128695148,Low
234,0.02264071655568004,Low
235,0.024178030403029172,Low
236,0.028169661492642193,Low
237,0.025896438689869683,Low
238,0.028338787573011937,Low
239,0.01868762345839807,Low
240,0.020469891234895433,Low
241,0.03590789752161313,Low
242,0.030028828140279955,Low
243,0.027514151113556422,Low
244,0.024204287197080187,Low
245,0.022373689345123494,Low
246,0.023911516362569166,Low
247,0.02975108463199953,Low
248,0.02772548603875765,Low
249,0.026893981059193266,Low
250,0.02770477100836577,Low
251,0.0248390190436049,Low
252,0.02406326644339206,Low
253,0.02799384062782788,Low
254,0.023815464154210757,Low
255,0.026369106159631152,Low
256,0.02311834336487774,Low
257,0.016702749538527194,Low
258,0.02561179379712294,Low
259,0.03009509033025148,Low
260,0.028949793301290057,Low
261,0.028949793301290057,Low
262,0.028732323650618098,Low
263,0.02812360981414539,Low
264,0.021878289555538964,Low
265,0.02951193790794809,Low
266,0.028874684703870307,Low
267,0.029909530872852797,Low
268,0.028858601749196907,Low
269,0.025494704795024546,Low
270,0.020253557082345858,Low
271,0.020614543825184396,Low
272,0.02508154110218741,Low
273,0.020446979302876252,Low
274,0.029864645907627847,Low
275,0.02237645292155113,Low
276,0.01795327406898328,Low
277,0.025382379328419954,Low
278,0.018982320339028025,Low
279,0.024461761929282552,Low
280,0.033301055235911314,Low
281,0.02625797689702669,Low
282,0.025463244201874423,Low
283,0.024992587327167984,Low
284,0.020512520783441276,Low
285,0.0186340803442554,Low
286,0.023369249739354097,Low
287,0.02237767535365973,Low
288,0.029211799142457362,Low
289,0.020313103136111624,Low
290,0.024210745106513592,Low
291,0.02385599946561168,Low
292,0.026333338252040737,Low
293,0.018896501082892012,Low
294,0.023058730003563253,Low
295,0.02750913061179706,Low
296,0.0274482017795017,Low
297,0.021554796385559946,Low
298,0.02801088026744218,Low
299,0.02054414491866526,Low
300,0.020840477463043898,Low
301,0.020605887793355742,Low
302,0.01670833569766678,Low
303,0.02770846341305436,Low
304,0.029066300942560918,Low
305,0.02689574589585775,Low
306,0.022841815004992917,Low
307,0.020429938296147764,Low
308,0.024355448642353703,Low
309,0.02697148714092062,Low
310,0.022843936232836582,Low
311,0.02329176654329132,Low
312,0.031171176966260893,Low
313,0.02755816360098697,Low
314,0.018022003847657442,Low
315,0.020511137289292155,Low
316,0.02133561326402375,Low
317,0.024530001925328407,Low
318,0.03941707287673255,Low
319,0.021620691598055637,Low
320,0.023682138744861598,Low
321,0.024713432635543587,Low
322,0.03337710084696161,Low
323,0.03239654042555517,Low
324,0.01978468295441383,Low
325,0.02627956275074364,Low
326,0.026113499223070775,Low
327,0.028425879044573034,Low
328,0.025984051019208976,Low
329,0.016446887379874826,Low
330,0.026166488643933023,Low
331,0.025080547993494594,Low
332,0.020512520783441276,Low
333,0.02120890164697873,Low
334,0.02774302804896153,Low
335,0.017512739431104304,Low
336,0.023634597685113404,Low
337,0.02155417750047793,Low
338,0.023328632413666846,Low
339,0.01658517111981047,Low
340,0.021367424813960745,Low
341,0.01898024524219286,Low
342,0.023978483348622476,Low
343,0.024760236091987995,Low
344,0.023266938304835727,Low
345,0.021298733741749107,Low
346,0.026305959036169252,Low
347,0.022189353969942004,Low
348,0.015824949752379542,Low
349,0.025331448524695876,Low
350,0.024644052298261963,Low
351,0.019339862526390885,Low
352,0.0272469291017115,Low
353,0.027399560669979242,Low
354,0.022220048750709594,Low
355,0.02914078656148209,Low
356,0.02679567828094218,Low
357,0.025419988669644258,Low
358,0.021119907846017753,Low
359,0.023052984512560815,Low
360,0.02704518821950375,Low
361,0.02114499094851193,Low
362,0.03458300815761122,Low
363,0.030852964542753207,Low
364,0.021150555887264857,Low
365,0.03785413669200359,Low
366,0.036730785235197044,Low
367,0.03477241801583697,Low
368,0.03149314753560141,Low
369,0.02167864497320497,Low
370,0.03206406795313083,Low
371,0.02828198910721203,Low
372,0.02840953453168831,Low
373,0.03919450765039385,Low
374,0.028753806741875616,Low
375,0.03253671854174902,Low
376,0.03511017973862775,Low
377,0.03729167456034306,Low
378,0.04217353804602047,Low
379,0.033210011647497886,Low
380,0.038286804421655135,Low
381,0.03489340904302438,Low
382,0.031968629446219754,Low
383,0.039191479458862255,Low
384,0.03990806767648969,Low
385,0.027266600680170026,Low
386,0.028064391120980234,Low
387,0.03812476881558577,Low
388,0.025458294718610146,Low
389,0.03160622934598559,Low
390,0.03139242064778684,Low
391,0.03966391342582929,Low
392,0.0273449691570318,Low
393,0.03833188387651199,Low
394,0.03690644969328575,Low
395,0.034145110779201716,Low
396,0.03271822280803449,Low
397,0.023437467431868933,Low
398,0.02737776435445973,Low
399,0.03502572894253511,Low
400,0.022163546765547246,Low
401,0.03631874313220245,Low
402,0.02539573260996627,Low
403,0.02264744957856913,Low
404,0.02679939612524575,Low
405,0.024051762328517585,Low
406,0.03598966178561102,Low
407,0.03280559042932874,Low
408,0.0335180987241441,Low
409,0.03054037700169488,Low
410,0.021325970467355505,Low
411,0.03682142797649184,Low
412,0.03688095498925934,Low
413,0.02782494481077769,Low
414,0.04854516175085955,Low
415,0.02689358192578156,Low
416,0.022859143970073686,Low
417,0.02708785859843998,Low
418,0.028977857139308547,Low
419,0.030177923146656526,Low
420,0.038473342849145935,Low
421,0.024309142397751386,Low
422,0.03584702801098718,Low
423,0.024793422503125943,Low
424,0.025377250243903793,Low
425,0.023253045837578337,Low
426,0.027616035927637277,Low
427,0.039504657419809915,Low
428,0.03370166824143516,Low
429,0.027303376579050895,Low
430,0.024528859934286766,Low
431,0.03437127023166603,Low
432,0.02585110521529914,Low
433,0.03911264595131782,Low
434,0.03281536592508371,Low
435,0.028514619868555892,Low
436,0.031567749798807485,Low
437,0.031686402298941235,Low
438,0.030346220586299856,Low
439,0.03536665164485912,Low
440,0.037267260089847924,Low
441,0.02709004876264764,Low
442,0.03611622672824963,Low
443,0.01840752989235644,Low
444,0.0354108497549365,Low
445,0.03328698268904695,Low
446,0.027110791264521445,Low
447,0.03492710617331303,Low
448,0.02875635113048321,Low
449,0.02862729454017042,Low
450,0.03131765257745265,Low
451,0.02862729454017042,Low
452,0.03170073661027149,Low
453,0.036171765811340406,Low
454,0.038028954798513384,Low
455,0.034014999749137395,Low
456,0.036736594653826476,Low
457,0.024790728205180086,Low
458,0.036552276721152695,Low
459,0.03501550772473669,Low
460,0.03429268279334384,Low
461,0.02890287790875873,Low
462,0.02710483027854671,Low
463,0.037649501936462354,Low
464,0.029361835628055274,Low
465,0.03171768483317384,Low
466,0.03585621467085942,Low
467,0.029353372471047138,Low
468,0.023867890353093543,Low
469,0.036722528130056005,Low
470,0.036527152136122745,Low
471,0.029491273592799586,Low
472,0.033051960710976866,Low
473,0.03228195448173553,Low
474,0.028245721288442188,Low
